Lista CATSER;;;;;;;
Fonte: DW-Siasg;;;;;;;
Extração realizada em 30/03/2023;;;;;;;
({Tipo Material Serviço} = Serviço) E ({Sit Atual Mat Serv} = Ativo);;;;;;;
;;;;;;;
Tipo Material Serviço;Grupo Serviço;;Classe Material;;Codigo Material Serviço;;Sit Atual Mat Serv
Serviço;859;OUTROS SERVI¿S DE SUPORTE;8599;OUTROS SERVIÇOS DE SUPORTE N.C.P;20389;INSPECAO / REPARO / RECLASSIFICACAO - ANCORAS  /  AMARRAS  /ACESSORIOS;Ativo
Serviço;859;OUTROS SERVI¿S DE SUPORTE;8599;OUTROS SERVIÇOS DE SUPORTE N.C.P;20427;MONTAGEM DE MUNICAO;Ativo
Serviço;859;OUTROS SERVI¿S DE SUPORTE;8599;OUTROS SERVIÇOS DE SUPORTE N.C.P;20435;RECUPERACAO EMBALAGEM DE MUNICAO;Ativo
Serviço;859;OUTROS SERVI¿S DE SUPORTE;8599;OUTROS SERVIÇOS DE SUPORTE N.C.P;20443;ENCUNHAMENTO DE MUNICAO;Ativo
Serviço;859;OUTROS SERVI¿S DE SUPORTE;8599;OUTROS SERVIÇOS DE SUPORTE N.C.P;20486;MONTAGEM PLACA CIRCUITO IMPRESSO;Ativo
Serviço;859;OUTROS SERVI¿S DE SUPORTE;8599;OUTROS SERVIÇOS DE SUPORTE N.C.P;20680;DESCUPINIZACAO;Ativo
Serviço;859;OUTROS SERVI¿S DE SUPORTE;8599;OUTROS SERVIÇOS DE SUPORTE N.C.P;20699;ESPANTAMENTO AVES;Ativo
Serviço;859;OUTROS SERVI¿S DE SUPORTE;8599;OUTROS SERVIÇOS DE SUPORTE N.C.P;20893;ABASTECIMENTO TERMINAL AUTO-ATENDIMENTO;Ativo
Serviço;859;OUTROS SERVI¿S DE SUPORTE;8599;OUTROS SERVIÇOS DE SUPORTE N.C.P;20966;PRESTACAO DE SERVICOS DE MOTOCICLISTA;Ativo
Serviço;859;OUTROS SERVI¿S DE SUPORTE;8599;OUTROS SERVIÇOS DE SUPORTE N.C.P;21032;PRESTACAO DE SERVICOS DE OPERACAO SISTEMA /  EQUIPAMENTOS  /MAQUINAS;Ativo
Serviço;859;OUTROS SERVI¿S DE SUPORTE;8599;OUTROS SERVIÇOS DE SUPORTE N.C.P;21091;ELABORACAO MANUAL;Ativo
Serviço;859;OUTROS SERVI¿S DE SUPORTE;8599;OUTROS SERVIÇOS DE SUPORTE N.C.P;21253;SERVICO CHANCELA/NUMERACAO;Ativo
Serviço;859;OUTROS SERVI¿S DE SUPORTE;8599;OUTROS SERVIÇOS DE SUPORTE N.C.P;21261;CASA LOTERICA;Ativo
Serviço;859;OUTROS SERVI¿S DE SUPORTE;8599;OUTROS SERVIÇOS DE SUPORTE N.C.P;21318;DEPURACAO CONTRATO;Ativo
Serviço;859;OUTROS SERVI¿S DE SUPORTE;8599;OUTROS SERVIÇOS DE SUPORTE N.C.P;21326;EXECUCAO EXTRAJUDICIAL CONTRATO;Ativo
Serviço;859;OUTROS SERVI¿S DE SUPORTE;8599;OUTROS SERVIÇOS DE SUPORTE N.C.P;21415;LABORATORIO - REBENEFICIAMENTO MATERIAL;Ativo
Serviço;859;OUTROS SERVI¿S DE SUPORTE;8599;OUTROS SERVIÇOS DE SUPORTE N.C.P;21440;EFEITO SONORO;Ativo
Serviço;859;OUTROS SERVI¿S DE SUPORTE;8599;OUTROS SERVIÇOS DE SUPORTE N.C.P;21610;INSTALACAO BLOQUEADOR - LIGACAO TELEFONICA;Ativo
Serviço;859;OUTROS SERVI¿S DE SUPORTE;8599;OUTROS SERVIÇOS DE SUPORTE N.C.P;21636;DESMONTAGEM EQUIPAMENTO RAIO - X;Ativo
Serviço;859;OUTROS SERVI¿S DE SUPORTE;8599;OUTROS SERVIÇOS DE SUPORTE N.C.P;21725;DESENVOLVIMENTO TECNOLOGICO EQUIPAMENTO COMBUSTAO;Ativo
Serviço;859;OUTROS SERVI¿S DE SUPORTE;8599;OUTROS SERVIÇOS DE SUPORTE N.C.P;21865;AUXILIO_GAS;Ativo
Serviço;859;OUTROS SERVI¿S DE SUPORTE;8599;OUTROS SERVIÇOS DE SUPORTE N.C.P;22250;REVISAO VEICULO - QUILOMETRAGEM;Ativo
Serviço;859;OUTROS SERVI¿S DE SUPORTE;8599;OUTROS SERVIÇOS DE SUPORTE N.C.P;22918;COOPERACAO / CONVENIOS / CONTRATOS - AREA NACIONAL E INTERNACIONAL;Ativo
Serviço;859;OUTROS SERVI¿S DE SUPORTE;8599;OUTROS SERVIÇOS DE SUPORTE N.C.P;23990;PRESTACAO DE SERVICOS DE INFORMÁTICA OPERAÇÃO DE COMPUTADOR;Ativo
Serviço;859;OUTROS SERVI¿S DE SUPORTE;8599;OUTROS SERVIÇOS DE SUPORTE N.C.P;24392;SERVICOS DE PRODUCAO E NEGOCIOS;Ativo
Serviço;859;OUTROS SERVI¿S DE SUPORTE;8599;OUTROS SERVIÇOS DE SUPORTE N.C.P;24457;ANALISE / IDENTIFICACAO / CLASSIFICACAO DE PRAGAS;Ativo
Serviço;859;OUTROS SERVI¿S DE SUPORTE;8599;OUTROS SERVIÇOS DE SUPORTE N.C.P;24872;PRESTACAO DE SERVICOS DE SINALEIRO FERROVIARIO;Ativo
Serviço;859;OUTROS SERVI¿S DE SUPORTE;8599;OUTROS SERVIÇOS DE SUPORTE N.C.P;24945;REGENERACAO DE RESINA;Ativo
Serviço;859;OUTROS SERVI¿S DE SUPORTE;8599;OUTROS SERVIÇOS DE SUPORTE N.C.P;24961;CONTROLE DE ACESSO - BILHETEIRO;Ativo
Serviço;859;OUTROS SERVI¿S DE SUPORTE;8599;OUTROS SERVIÇOS DE SUPORTE N.C.P;25259;REMANEJAMENTO DE EQUIPAMENTO / MOBILIARIO;Ativo
Serviço;859;OUTROS SERVI¿S DE SUPORTE;8599;OUTROS SERVIÇOS DE SUPORTE N.C.P;25330;DIAGRAMACAO ELETRONICA E PROJETO GRAFICO;Ativo
Serviço;859;OUTROS SERVI¿S DE SUPORTE;8599;OUTROS SERVIÇOS DE SUPORTE N.C.P;25372;CONTROLE DE ABASTECIMENTO DE VEICULOS;Ativo
Serviço;859;OUTROS SERVI¿S DE SUPORTE;8599;OUTROS SERVIÇOS DE SUPORTE N.C.P;25623;PRESTACAO SERVICO SUPERVISOR DE PESSOAL;Ativo
Serviço;859;OUTROS SERVI¿S DE SUPORTE;8599;OUTROS SERVIÇOS DE SUPORTE N.C.P;25631;AUXILIAR DE SERVICOS TECNICOS;Ativo
Serviço;861;SERVI¿S RELATIVOS ¿ AGRICULTURA, CA¿, REFLORESTAMENTO E PESCA;'-7;INVALIDO;14362;AGROPECUARIA - ADMINISTRACAO E COMERCIALIZACAO DE PRODUCAO;Ativo
Serviço;861;SERVI¿S RELATIVOS ¿ AGRICULTURA, CA¿, REFLORESTAMENTO E PESCA;'-7;INVALIDO;14796;PRODUCAO DE MUDAS;Ativo
Serviço;861;SERVI¿S RELATIVOS ¿ AGRICULTURA, CA¿, REFLORESTAMENTO E PESCA;'-7;INVALIDO;15040;ABATE - ANIMAL / AVE;Ativo
Serviço;861;SERVI¿S RELATIVOS ¿ AGRICULTURA, CA¿, REFLORESTAMENTO E PESCA;'-7;INVALIDO;15130;PODA, CORTE, ARRANCAMENTO DE ÁRVORES - ÁREAS PÚBLICA / PARTICULAR;Ativo
Serviço;861;SERVI¿S RELATIVOS ¿ AGRICULTURA, CA¿, REFLORESTAMENTO E PESCA;'-7;INVALIDO;15148;PLANTIO DE ARVORE;Ativo
Serviço;861;SERVI¿S RELATIVOS ¿ AGRICULTURA, CA¿, REFLORESTAMENTO E PESCA;'-7;INVALIDO;15300;AGROPECUARIA - SERVICOS AUXILIARES;Ativo
Serviço;861;SERVI¿S RELATIVOS ¿ AGRICULTURA, CA¿, REFLORESTAMENTO E PESCA;'-7;INVALIDO;15318;AGROPECUARIA - PESQUISA;Ativo
Serviço;861;SERVI¿S RELATIVOS ¿ AGRICULTURA, CA¿, REFLORESTAMENTO E PESCA;'-7;INVALIDO;15326;AGROPECUARIA - ASSISTENCIA TECNICA E EXTENSAO RURAL;Ativo
Serviço;861;SERVI¿S RELATIVOS ¿ AGRICULTURA, CA¿, REFLORESTAMENTO E PESCA;'-7;INVALIDO;15954;AGRICULTURA - PREPARACAO / PLANTIO / COLHEITA;Ativo
Serviço;861;SERVI¿S RELATIVOS ¿ AGRICULTURA, CA¿, REFLORESTAMENTO E PESCA;'-7;INVALIDO;15962;AGRICULTURA - INSTALACAO / MANUTENCAO DE CERCA;Ativo
Serviço;861;SERVI¿S RELATIVOS ¿ AGRICULTURA, CA¿, REFLORESTAMENTO E PESCA;'-7;INVALIDO;22934;SERVICOS ESPECIALIZADOS EM BIOTECNOLOGIA;Ativo
Serviço;861;SERVI¿S RELATIVOS ¿ AGRICULTURA, CA¿, REFLORESTAMENTO E PESCA;'-7;INVALIDO;22942;PESQUISA,DESENVOLVIMENTO E APERFEICOAMENTO DE BIOTECNOLOGIAS;Ativo
Serviço;861;SERVI¿S RELATIVOS ¿ AGRICULTURA, CA¿, REFLORESTAMENTO E PESCA;'-7;INVALIDO;25682;ESTUDOS E PROJETOS AGRONOMIA;Ativo
Serviço;861;SERVI¿S RELATIVOS ¿ AGRICULTURA, CA¿, REFLORESTAMENTO E PESCA;8611;SERVIÇOS RELATIVOS À PRODUÇÃO;15016;ANALISE DE SEMENTE;Ativo
Serviço;861;SERVI¿S RELATIVOS ¿ AGRICULTURA, CA¿, REFLORESTAMENTO E PESCA;8611;SERVIÇOS RELATIVOS À PRODUÇÃO;22780;RECUPERACAO / MANUTENCAO / TRANSPORTE / TRANSPLANTE PLANTAS;Ativo
Serviço;861;SERVI¿S RELATIVOS ¿ AGRICULTURA, CA¿, REFLORESTAMENTO E PESCA;8612;SERVIÇOS DE CRIAÇÃO ANIMAL;15717;SUINOCULTURA - PROJETO TECNICO;Ativo
Serviço;861;SERVI¿S RELATIVOS ¿ AGRICULTURA, CA¿, REFLORESTAMENTO E PESCA;8615;SERVIÇOS RELACIONADOS COM PESCA;19453;PISCICULTURA;Ativo
Serviço;861;SERVI¿S RELATIVOS ¿ AGRICULTURA, CA¿, REFLORESTAMENTO E PESCA;8615;SERVIÇOS RELACIONADOS COM PESCA;19950;PESCA PROFISSIONAL;Ativo
Serviço;862;SERVI¿S RELATIVOS A MINERA¿O;'-7;INVALIDO;15776;ARMAZEM ALFANDEGARIO;Ativo
Serviço;862;SERVI¿S RELATIVOS A MINERA¿O;'-7;INVALIDO;24716;SERVICOS EM POCOS DE PETROLEO;Ativo
Serviço;862;SERVI¿S RELATIVOS A MINERA¿O;8621;SERVIÇOS RELACIONADOS COM A MINERAÇÃO;21016;BENEFICIAMENTO MINERAL;Ativo
Serviço;862;SERVI¿S RELATIVOS A MINERA¿O;8621;SERVIÇOS RELACIONADOS COM A MINERAÇÃO;21024;PRODUCAO MINERAIS PESADOS;Ativo
Serviço;863;SERVI¿S RELATIVOS A ELETRICIDADE,G¿S, E A DISTRIBUI¿O DE ¿GUA;'-7;INVALIDO;22098;MANUTENCAO REDE OXIGENIO;Ativo
Serviço;863;SERVI¿S RELATIVOS A ELETRICIDADE,G¿S, E A DISTRIBUI¿O DE ¿GUA;'-7;INVALIDO;22608;INSTALACAO / MANUTENCAO CENTRAL GAS;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;965;SONDAGENS TERRESTRES A PERCUSSAO / ROTATIVO;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;1996;MANUTENCAO / INSTALACAO E MONTAGEM DE INSTRUMENTACAO DE CONTROLE;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;2275;MANUTENCAO DE TURBINAS A VAPOR;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;2283;MANUTENCAO DE TURBINAS A GAS;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;2291;MANUTENCAO DE HIDROGERADORES;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;2305;MANUTENCAO GERADOR - VAPOR / GASOLINA;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;2321;MANUTENCAO DE MOTORES A COMBUSTAO;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;2330;MANUTENCAO DE BOMBAS E MOTO-BOMBAS;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;2348;MANUTENCAO DE TROCADORES DE CALOR;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;2356;MANUTENCAO DE GRUPOS DIESEL GERADOR DE EMERGENCIA;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;2364;MANUTENCAO DE CALDEIRAS E ESTUFAS;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;2372;MANUTENCAO DE PONTES E PORTICOS ROLANTES;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;2380;MANUTENCAO DE TALHAS E MONOVIAS;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;2399;MANUTENCAO DE EQUIPAMENTOS HIDROMECANICOS;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;2402;MANUTENCAO DE VALVULAS E ATUADORES;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;2410;MANUTENCAO DE AGITADORES MECANICOS INDUSTRIAIS;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;2429;MANUTENCAO DE REDUTORES DE VELOCIDADE;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;2437;MANUTENCAO DE EQUIPAMENTOS DE BRITAGEM E MOAGEM;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;2445;MANUTENCAO DE CORREIAS TRANSPORTADORAS;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;2453;MANUTENCAO DE MAQUINAS PORTATEIS / OPERATRIZES;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;2461;MANUTENCAO DE AUTOCLAVES;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;2470;MANUTENCAO DE PRE - AQUECEDORES / AQUECEDORES;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;2488;MANUTENCAO DE SEPARADORES DE SEDIMENTOS;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;2496;MANUTENCAO DE SILOS E CALHAS;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;2500;MANUTENCAO DE TANQUES E ESFERAS DE ARMAZENAMENTO;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;2518;MANUTENCAO DE VASOS DE PRESSAO;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;2526;MANUTENCAO DE CONDUTOS FORCADOS;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;2534;MANUTENCAO DE FORNOS E FORNALHAS;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;2542;MANUTENCAO DE PENEIRAS INDUSTRIAIS;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;2569;MANUTENCAO DE REATORES;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;2577;MANUTENCAO DE BARRAMENTOS;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;2585;MANUTENCAO DE PAINEIS ELETRICOS;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;2615;MANUTENCAO DE MOTORES ELETRICOS;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;2623;MANUTENCAO / REPARO - BATERIA;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;2631;MANUTENCAO DE CAPACITORES;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;2640;MANUTENCAO DE COMPENSADORES;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;2720;MANUTENCAO DE INSTRUMENTOS ELETRICOS;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;2739;INSTALACAO/MANUTENCAO- EQUIPAMENTO ELETRONICO/ELETROMECANICO;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;2747;MANUTENCAO DE INSTRUMENTOS PNEUMATICOS;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;2755;MANUTENCAO DE SISTEMAS DE TUBULACOES INDUSTRIAIS E CALDEIRA-RIA;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;2763;MANUTENCAO DE SISTEMAS DE PROTECAO CONTRA INCENDIO;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;2771;AR CONDICIONADO - MANUTENCAO DE SISTEMAS / LIMPEZA;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;2780;MANUTENCAO DE SISTEMAS DE VENTILACAO E EXAUSTOR;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;2798;MANUTENCAO DE SISTEMAS DE AQUECIMENTO;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;2801;MANUTENCAO DE SISTEMAS DE REFRIGERACAO;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;2810;MANUTENCAO DE SISTEMAS DE SINALIZACAO FERROVIARIA;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;2852;MANUTENCAO DE SUBESTACOES DE ENERGIA ELETRICA;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;2879;MANUTENCAO DE LINHAS DE DISTRIBUICAO DE ENERGIA ELETRICA;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;3166;MANUTENCAO DE TURBINAS HIDRAULICAS / TERMELETRICAS;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;3620;MANUTENCAO E REPARO DE MAQUINAS DE ESCAVACAO E TERRAPLANAGEM;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;3638;MANUTENCAO / REPARO - EQUIPAMENTO ELEVACAO  /  MOVIMENTACAO CARGA;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;3670;MANUTENCAO DE EQUIPAMENTOS DE COZINHA INDUSTRIAL;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;4723;INSPECOES E TESTES EM MATERIAIS E EQUIPAMENTOS MECANICOS;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;4731;INSPECOES E TESTES EM EQUIPAMENTOS MECANICOS EM OPERACAO;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;4782;MANUTENCAO / INSTALACAO DE TRANSFORMADORES ATE 34,5KV;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;4790;MANUTENCAO / INSTALACAO DE TRANSFORMADORES ACIMA DE 34,5KV;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;4804;MANUTENCAO DE CHAVES SECCIONADORAS ATE 69KV;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;4812;MANUTENCAO DE CHAVES SECCIONADORAS ACIMA DE 69KV;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;4820;MANUTENCAO DE DISJUNTORES ATE 69KV;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;4839;MANUTENCAO DE DISJUNTORES ACIMA DE 69KV;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;4847;MANUTENCAO DE MEDIDORES RESIDENCIAIS DE ENERGIA ELETRICA;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;4855;MANUTENCAO DE MEDIDORES INDUSTRIAIS DE ENERGIA ELETRICA;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;4871;MANUTENCAO DE SUBESTACOES DE ENERGIA ELETRICA ATE 69KV;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;4880;MANUTENCAO DE SUBESTACOES DE ENERGIA ELETRICA ATE 138KV;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;4898;MANUTENCAO DE SUBESTACOES DE ENERGIA ELETRICA ATE 230KV;Ativo
Serviço;871;SERVI¿S DE MANUTEN¿O E REPARO DE PRODUTOS FABRICADOS DE METAL,MAQUINARIA E EQUIPAMENTOS;'-7;INVALIDO;4901;MANUTENCAO DE SUBESTACOES DE ENERGIA ELETRICA ATE 500KV;Ativo
